property_id,retailer,occupancy_status,business_type,resource zone,year_col,consumption,year
1,Retailer A,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ01,consumption 2024,53.35,2024
2,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2024,37.51,2024
4,Retailer A,Occupied,Parent Shell - Property Shell,RZ02,consumption 2024,420.63,2024
7,Retailer B,Vacant,Commercial - Retail,RZ04,consumption 2024,130.02,2024
9,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2024,36.45,2024
10,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2024,128.94,2024
11,Retailer D,Occupied,,RZ03,consumption 2024,115.77,2024
12,Retailer B,Occupied,,RZ02,consumption 2024,10615.97,2024
13,Retailer E,Occupied,Residential - Residential Institution,RZ06,consumption 2024,2298.74,2024
14,Retailer B,Vacant,Commercial - Utility,RZ08,consumption 2024,2.21,2024
15,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2024,5.34,2024
16,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2024,604.44,2024
17,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2024,118.34,2024
18,Retailer A,Vacant,Commercial - Medical,RZ08,consumption 2024,139.73,2024
19,Retailer A,Occupied,Commercial - Community Services,RZ06,consumption 2024,46.75,2024
20,Retailer B,Occupied,,RZ,consumption 2024,92.59,2024
22,Retailer E,Occupied,,RZ04,consumption 2024,424.61,2024
23,Retailer B,Vacant,Commercial - Industrial,RZ07,consumption 2024,162.89,2024
25,Retailer F,Occupied,Commercial - Industrial,RZ04,consumption 2024,688.73,2024
26,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2024,26.13,2024
27,Retailer G,Occupied,Commercial - Retail,RZ07,consumption 2024,80.84,2024
28,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2024,3.16,2024
32,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2024,23.64,2024
33,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2024,30.42,2024
35,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2024,73.0,2024
36,Retailer B,Vacant,Commercial - Retail,RZ04,consumption 2024,0.67,2024
37,Retailer H,Occupied,Commercial - Retail,RZ03,consumption 2024,57.21,2024
40,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2024,106.02,2024
41,Retailer A,Occupied,Commercial - Office,RZ03,consumption 2024,8.76,2024
42,Retailer A,Occupied,Commercial - Education,RZ02,consumption 2024,556.34,2024
43,Retailer B,Vacant,Commercial - Industrial,RZ03,consumption 2024,0.0,2024
44,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2024,19.39,2024
47,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2024,37.67,2024
50,Retailer B,Occupied,Land - Allotment,RZ08,consumption 2024,435.08,2024
51,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2024,1278.95,2024
52,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2024,232.9,2024
54,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2024,0.0,2024
55,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2024,5961.21,2024
56,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2024,931.92,2024
57,Retailer B,Occupied,Commercial - Retail,RZ06,consumption 2024,63.83,2024
58,Retailer B,Occupied,,RZ06,consumption 2024,211.11,2024
59,Retailer A,Occupied,Commercial - Leisure,RZ02,consumption 2024,325.11,2024
61,Retailer A,Occupied,Commercial - Retail,RZ06,consumption 2024,159.51,2024
62,Retailer B,Vacant,Commercial - Retail,RZ03,consumption 2024,2.7,2024
63,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2024,589.65,2024
65,Retailer B,Occupied,,RZ07,consumption 2024,0.0,2024
67,Retailer B,Vacant,,RZ03,consumption 2024,0.0,2024
68,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2024,72.15,2024
69,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2024,9.15,2024
70,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2024,110.29,2024
72,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2024,137.91,2024
73,Retailer I,Occupied,Commercial - Office,RZ08,consumption 2024,254.2,2024
74,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2024,41.98,2024
76,Retailer B,Occupied,Commercial - Office,RZ05,consumption 2024,354.42,2024
77,Retailer B,Occupied,Commercial - Agricultural,RZ05,consumption 2024,3453.2,2024
78,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2024,842.01,2024
79,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2024,28.71,2024
80,Retailer B,Occupied,Commercial - Retail,RZ07,consumption 2024,23.54,2024
81,Retailer D,Occupied,Commercial - Agricultural,RZ08,consumption 2024,191617.94,2024
82,Retailer B,Occupied,Commercial - Industrial,RZ05,consumption 2024,64.06,2024
83,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2024,31.67,2024
84,Retailer B,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2024,64.55,2024
86,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2024,143.35,2024
87,Retailer I,Occupied,Commercial - Retail,RZ03,consumption 2024,3071.95,2024
89,Retailer B,Occupied,Residential - Dwelling,RZ07,consumption 2024,27.58,2024
90,Retailer F,Occupied,Parent Shell - Property Shell,RZ04,consumption 2024,0.0,2024
91,Retailer B,Occupied,Object of Interest - Place of Worship,RZ04,consumption 2024,31.03,2024
93,Retailer J,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2024,4529.69,2024
94,Retailer B,Vacant,Commercial - Retail,RZ01,consumption 2024,38.23,2024
95,Retailer B,Occupied,Commercial - Animal Centre,RZ03,consumption 2024,182.8,2024
96,Retailer A,Occupied,Commercial - Community Services,RZ03,consumption 2024,73.88,2024
97,Retailer A,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2024,44.6,2024
98,Retailer D,Occupied,Commercial - Leisure,RZ08,consumption 2024,303.28,2024
100,Retailer B,Occupied,Parent Shell - Property Shell,RZ06,consumption 2024,897.09,2024
101,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ02,consumption 2024,329.28,2024
102,Retailer A,Occupied,Commercial - Office,RZ01,consumption 2024,20.81,2024
103,Retailer G,Occupied,Commercial - Retail,RZ04,consumption 2024,127.23,2024
105,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2024,25.01,2024
107,Retailer B,Occupied,,RZ06,consumption 2024,0.0,2024
109,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2024,4.76,2024
110,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2024,8009.81,2024
111,Retailer D,Occupied,,RZ07,consumption 2024,84.66,2024
112,Retailer B,Occupied,Object of Interest - Place of Worship,RZ05,consumption 2024,2.34,2024
113,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2024,342.08,2024
114,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2024,9.91,2024
115,Retailer K,Occupied,Commercial - Retail,RZ01,consumption 2024,2525.47,2024
116,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2024,89.55,2024
117,Retailer A,Occupied,Commercial - Medical,RZ03,consumption 2024,53.26,2024
118,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2024,61.91,2024
119,Retailer A,Vacant,Parent Shell - Property Shell,RZ02,consumption 2024,25.34,2024
120,Retailer B,Occupied,Commercial - Retail,RZ02,consumption 2024,90.77,2024
121,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2024,14.69,2024
122,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2024,0.0,2024
124,Retailer B,Occupied,Residential - Dwelling,RZ06,consumption 2024,-11.17,2024
125,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2024,361.16,2024
126,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2024,20.08,2024
127,Retailer G,Occupied,Parent Shell - Property Shell,RZ04,consumption 2024,71.04,2024
128,Retailer B,Occupied,,RZ04,consumption 2024,2350.72,2024
129,Retailer A,Vacant,Commercial - Office,RZ08,consumption 2024,17.04,2024
130,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2024,50.34,2024
131,Retailer D,Occupied,Commercial - Retail,RZ03,consumption 2024,27.34,2024
133,Retailer A,Occupied,Parent Shell - Property Shell,RZ04,consumption 2024,691.4,2024
134,Retailer B,Occupied,Residential - Dwelling,RZ01,consumption 2024,78.67,2024
135,Retailer B,Vacant,Parent Shell - Property Shell,RZ02,consumption 2024,86.28,2024
136,Retailer B,Vacant,Commercial - Agricultural,RZ07,consumption 2024,0.0,2024
137,Retailer B,Occupied,Commercial - Industrial,RZ01,consumption 2024,5.06,2024
138,Retailer A,Occupied,Residential - Dwelling,RZ01,consumption 2024,1899.24,2024
139,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2024,560.87,2024
140,Retailer A,Occupied,Commercial - Leisure,RZ01,consumption 2024,65.74,2024
141,Retailer D,Occupied,Commercial - Retail,RZ01,consumption 2024,9.33,2024
144,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2024,284.66,2024
146,Retailer A,Occupied,Object of Interest - Place of Worship,RZ02,consumption 2024,59.99,2024
149,Retailer B,Occupied,,RZ05,consumption 2024,0.0,2024
150,Retailer B,Occupied,Commercial - Agricultural,RZ07,consumption 2024,40.98,2024
151,Retailer B,Occupied,,RZ04,consumption 2024,0.0,2024
152,Retailer F,Occupied,Commercial - Education,RZ07,consumption 2024,559.98,2024
153,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2024,531.15,2024
154,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2024,33.79,2024
155,Retailer A,Occupied,Commercial - Medical,RZ02,consumption 2024,16.5,2024
156,Retailer I,Occupied,Commercial - Education,RZ03,consumption 2024,19.87,2024
157,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2024,909.46,2024
158,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2024,0.0,2024
159,Retailer A,Occupied,Commercial - Transport,RZ01,consumption 2024,3.95,2024
160,Retailer C,Occupied,Parent Shell - Property Shell,RZ04,consumption 2024,934.9,2024
161,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2024,27.11,2024
163,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2024,21.49,2024
164,Retailer D,Occupied,,RZ01,consumption 2024,153.34,2024
165,Retailer D,Occupied,Commercial - Retail,RZ05,consumption 2024,1327.55,2024
166,Retailer A,Occupied,Commercial - Industrial,RZ03,consumption 2024,16.3,2024
167,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2024,2.64,2024
168,Retailer B,Occupied,Dual Use,RZ02,consumption 2024,158.61,2024
171,Retailer B,Occupied,,RZ07,consumption 2024,124.83,2024
173,Retailer I,Occupied,Commercial - Education,RZ03,consumption 2024,2748.69,2024
175,Retailer A,Occupied,Commercial - Industrial,RZ02,consumption 2024,344.6,2024
176,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2024,39.64,2024
177,Retailer D,Occupied,Commercial - Retail,RZ04,consumption 2024,22.48,2024
178,Retailer B,Occupied,Commercial - Medical,RZ04,consumption 2024,99.74,2024
179,Retailer B,Occupied,Commercial - Office,RZ03,consumption 2024,0.0,2024
180,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2024,95.14,2024
181,Retailer A,Occupied,Commercial - Industrial,RZ02,consumption 2024,15.48,2024
182,Retailer B,Occupied,Commercial - Medical,RZ05,consumption 2024,42.3,2024
183,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2024,989.26,2024
184,Retailer F,Occupied,Commercial - Retail,RZ04,consumption 2024,1905.34,2024
185,Retailer D,Occupied,Parent Shell - Property Shell,RZ02,consumption 2024,52.72,2024
187,Retailer B,Occupied,Commercial - Office,RZ08,consumption 2024,0.0,2024
188,Retailer B,Occupied,Commercial - Retail,RZ01,consumption 2024,0.0,2024
189,Retailer I,Occupied,Commercial - Emergency/Rescue Service,RZ06,consumption 2024,43.88,2024
190,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2024,18.62,2024
191,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2024,192.11,2024
192,Retailer L,Occupied,Commercial - Retail,RZ04,consumption 2024,745.8,2024
194,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2024,989.37,2024
195,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2024,1768.2,2024
196,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2024,951.83,2024
198,Retailer G,Vacant,Commercial - Retail,RZ02,consumption 2024,56.79,2024
199,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2024,1505.36,2024
200,Retailer B,Occupied,Commercial - Leisure,RZ05,consumption 2024,6.15,2024
201,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2024,78.73,2024
203,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2024,1.94,2024
204,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2024,619.72,2024
205,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2024,12.94,2024
206,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2024,57.36,2024
207,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2024,16.22,2024
208,Retailer A,Occupied,Commercial - Education,RZ02,consumption 2024,537.4,2024
209,Retailer A,Occupied,Parent Shell - Property Shell,RZ05,consumption 2024,137.67,2024
210,Retailer B,Occupied,,RZ02,consumption 2024,10.14,2024
212,Retailer B,Vacant,Commercial - Retail,RZ06,consumption 2024,19.29,2024
1,Retailer A,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ01,consumption 2023,72.77,2023
2,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2023,20.46,2023
3,Retailer B,Vacant,Commercial - Retail,RZ05,consumption 2023,0.0,2023
4,Retailer A,Occupied,Parent Shell - Property Shell,RZ02,consumption 2023,320.13,2023
5,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2023,244.5,2023
7,Retailer B,Vacant,Commercial - Retail,RZ04,consumption 2023,22.72,2023
8,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2023,1.11,2023
9,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2023,29.06,2023
10,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2023,157.2,2023
11,Retailer D,Occupied,,RZ03,consumption 2023,91.73,2023
12,Retailer B,Occupied,,RZ02,consumption 2023,12066.34,2023
13,Retailer E,Occupied,Residential - Residential Institution,RZ06,consumption 2023,2330.93,2023
15,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2023,17.55,2023
16,Retailer B,Occupied,Residential - Dwelling,RZ02,consumption 2023,1335.36,2023
17,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2023,85.12,2023
18,Retailer A,Vacant,Commercial - Medical,RZ08,consumption 2023,262.04,2023
20,Retailer B,Occupied,,RZ,consumption 2023,663.5,2023
21,Retailer B,Vacant,,RZ02,consumption 2023,0.0,2023
22,Retailer E,Occupied,,RZ04,consumption 2023,257.62,2023
23,Retailer B,Vacant,Commercial - Industrial,RZ07,consumption 2023,0.0,2023
24,Retailer A,Occupied,Commercial - Medical,RZ01,consumption 2023,83.65,2023
25,Retailer F,Occupied,Commercial - Industrial,RZ04,consumption 2023,90.52,2023
26,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2023,1.59,2023
27,Retailer G,Occupied,Commercial - Retail,RZ07,consumption 2023,0.0,2023
28,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2023,26.8,2023
29,Retailer B,Vacant,,RZ03,consumption 2023,0.0,2023
30,Retailer B,Vacant,,RZ03,consumption 2023,0.0,2023
31,Retailer B,Vacant,Commercial - Storage Land,RZ04,consumption 2023,0.0,2023
32,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2023,25.72,2023
33,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2023,41.26,2023
35,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2023,65.15,2023
36,Retailer B,Vacant,Commercial - Retail,RZ04,consumption 2023,0.0,2023
37,Retailer H,Occupied,Commercial - Retail,RZ03,consumption 2023,61.83,2023
38,Retailer B,Vacant,Commercial - Retail,RZ03,consumption 2023,0.0,2023
40,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2023,91.42,2023
41,Retailer A,Occupied,Commercial - Office,RZ03,consumption 2023,13.08,2023
42,Retailer A,Occupied,Commercial - Education,RZ02,consumption 2023,1569.29,2023
43,Retailer B,Vacant,Commercial - Industrial,RZ03,consumption 2023,0.0,2023
44,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2023,5.7,2023
45,Retailer B,Vacant,,RZ04,consumption 2023,0.0,2023
47,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2023,44.21,2023
48,Retailer B,Vacant,,RZ03,consumption 2023,0.0,2023
49,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2023,12.18,2023
50,Retailer B,Occupied,Land - Allotment,RZ08,consumption 2023,201.16,2023
51,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2023,1213.92,2023
52,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2023,518.19,2023
53,Retailer A,Occupied,Commercial - Industrial,RZ07,consumption 2023,0.0,2023
54,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2023,-1.47,2023
55,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2023,3682.64,2023
56,Retailer D,Occupied,Commercial - Retail,RZ08,consumption 2023,2052.53,2023
58,Retailer B,Occupied,,RZ06,consumption 2023,112.37,2023
59,Retailer A,Occupied,Commercial - Leisure,RZ02,consumption 2023,195.46,2023
60,Retailer B,Occupied,Commercial - Office,RZ06,consumption 2023,110.62,2023
61,Retailer A,Occupied,Commercial - Retail,RZ06,consumption 2023,11.38,2023
62,Retailer B,Vacant,Commercial - Retail,RZ03,consumption 2023,71.82,2023
63,Retailer B,Occupied,Commercial - Industrial,RZ04,consumption 2023,474.5,2023
64,Retailer D,Occupied,Commercial - Industrial,RZ07,consumption 2023,40.11,2023
65,Retailer B,Occupied,,RZ07,consumption 2023,0.0,2023
67,Retailer B,Vacant,,RZ03,consumption 2023,0.0,2023
68,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2023,128.29,2023
69,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2023,11.68,2023
70,Retailer B,Occupied,Commercial - Agricultural,RZ02,consumption 2023,120.98,2023
71,Retailer B,Occupied,Parent Shell - Property Shell,RZ04,consumption 2023,0.0,2023
72,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2023,182.5,2023
73,Retailer I,Occupied,Commercial - Office,RZ08,consumption 2023,304.9,2023
74,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2023,35.99,2023
75,Retailer D,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ03,consumption 2023,42.74,2023
76,Retailer B,Occupied,Commercial - Office,RZ05,consumption 2023,332.16,2023
77,Retailer B,Occupied,Commercial - Agricultural,RZ05,consumption 2023,1215.73,2023
78,Retailer B,Occupied,Residential - Dwelling,RZ05,consumption 2023,745.12,2023
79,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2023,24.89,2023
80,Retailer B,Occupied,Commercial - Retail,RZ07,consumption 2023,36.14,2023
81,Retailer D,Occupied,Commercial - Agricultural,RZ08,consumption 2023,190783.01,2023
82,Retailer B,Occupied,Commercial - Industrial,RZ05,consumption 2023,50.24,2023
83,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2023,35.2,2023
84,Retailer B,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2023,28.71,2023
85,Retailer B,Occupied,,RZ07,consumption 2023,9.38,2023
86,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2023,160.61,2023
87,Retailer I,Occupied,Commercial - Retail,RZ03,consumption 2023,2661.49,2023
88,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2023,49.16,2023
89,Retailer B,Occupied,Residential - Dwelling,RZ07,consumption 2023,4.24,2023
90,Retailer F,Occupied,Parent Shell - Property Shell,RZ04,consumption 2023,0.0,2023
91,Retailer B,Occupied,Object of Interest - Place of Worship,RZ04,consumption 2023,38.89,2023
92,Retailer B,Vacant,Commercial - Industrial,RZ05,consumption 2023,339.42,2023
93,Retailer J,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ04,consumption 2023,4925.85,2023
94,Retailer B,Vacant,Commercial - Retail,RZ01,consumption 2023,50.63,2023
95,Retailer B,Occupied,Commercial - Animal Centre,RZ03,consumption 2023,1526.27,2023
96,Retailer A,Occupied,Commercial - Community Services,RZ03,consumption 2023,82.4,2023
97,Retailer A,Occupied,Object of Interest - Place of Worship,RZ06,consumption 2023,56.42,2023
98,Retailer D,Occupied,Commercial - Leisure,RZ08,consumption 2023,244.88,2023
99,Retailer B,Occupied,,RZ,consumption 2023,0.0,2023
100,Retailer B,Occupied,Parent Shell - Property Shell,RZ06,consumption 2023,885.6,2023
101,Retailer B,Occupied,Commercial - Hotel/Motel/Boarding/Guest House,RZ02,consumption 2023,360.5,2023
102,Retailer A,Occupied,Commercial - Office,RZ01,consumption 2023,0.0,2023
103,Retailer G,Occupied,Commercial - Retail,RZ04,consumption 2023,152.34,2023
104,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2023,4.18,2023
105,Retailer B,Occupied,Residential - Dwelling,RZ04,consumption 2023,26.49,2023
106,Retailer B,Vacant,Residential - Dwelling,RZ03,consumption 2023,0.0,2023
107,Retailer B,Occupied,,RZ06,consumption 2023,0.0,2023
108,Retailer A,Occupied,,RZ06,consumption 2023,-6781.94,2023
109,Retailer B,Occupied,Commercial - Community Services,RZ04,consumption 2023,24.41,2023
110,Retailer B,Occupied,Residential - Dwelling,RZ03,consumption 2023,5760.32,2023
111,Retailer D,Occupied,,RZ07,consumption 2023,98.6,2023
112,Retailer B,Occupied,Object of Interest - Place of Worship,RZ05,consumption 2023,0.99,2023
113,Retailer A,Occupied,Commercial - Retail,RZ08,consumption 2023,347.37,2023
114,Retailer B,Occupied,Commercial - Retail,RZ03,consumption 2023,5.53,2023
115,Retailer K,Occupied,Commercial - Retail,RZ01,consumption 2023,2599.13,2023
116,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2023,64.09,2023
117,Retailer A,Occupied,Commercial - Medical,RZ03,consumption 2023,65.55,2023
118,Retailer A,Occupied,Commercial - Retail,RZ03,consumption 2023,60.47,2023
119,Retailer A,Vacant,Parent Shell - Property Shell,RZ02,consumption 2023,26.77,2023
120,Retailer B,Occupied,Commercial - Retail,RZ02,consumption 2023,92.76,2023
121,Retailer B,Occupied,Commercial - Retail,RZ08,consumption 2023,14.04,2023
122,Retailer B,Occupied,Commercial - Industrial,RZ08,consumption 2023,136.88,2023
123,Retailer B,Occupied,Commercial - Office,RZ04,consumption 2023,6239.06,2023
124,Retailer B,Occupied,Residential - Dwelling,RZ06,consumption 2023,105.69,2023
125,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2023,183.1,2023
126,Retailer A,Occupied,Commercial - Office,RZ02,consumption 2023,20.28,2023
127,Retailer G,Occupied,Parent Shell - Property Shell,RZ04,consumption 2023,548.25,2023
128,Retailer B,Occupied,,RZ04,consumption 2023,4067.55,2023
129,Retailer A,Vacant,Commercial - Office,RZ08,consumption 2023,29.94,2023
130,Retailer B,Occupied,Commercial - Office,RZ01,consumption 2023,56.99,2023
131,Retailer D,Occupied,Commercial - Retail,RZ03,consumption 2023,19.29,2023
132,Retailer B,Occupied,Commercial - Retail,RZ04,consumption 2023,377.58,2023
133,Retailer A,Occupied,Parent Shell - Property Shell,RZ04,consumption 2023,321.45,2023
134,Retailer B,Occupied,Residential - Dwelling,RZ01,consumption 2023,88.83,2023
135,Retailer B,Vacant,Parent Shell - Property Shell,RZ02,consumption 2023,70.79,2023
136,Retailer B,Vacant,Commercial - Agricultural,RZ07,consumption 2023,0.0,2023
138,Retailer A,Occupied,Residential - Dwelling,RZ01,consumption 2023,1578.45,2023
139,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2023,730.97,2023
140,Retailer A,Occupied,Commercial - Leisure,RZ01,consumption 2023,64.3,2023
141,Retailer D,Occupied,Commercial - Retail,RZ01,consumption 2023,8.47,2023
142,Retailer A,Occupied,Commercial - Retail,RZ01,consumption 2023,30.42,2023
143,Retailer D,Occupied,Commercial - Industrial,RZ06,consumption 2023,20.85,2023
144,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2023,338.02,2023
146,Retailer A,Occupied,Object of Interest - Place of Worship,RZ02,consumption 2023,65.58,2023
147,Retailer B,Occupied,Commercial - Leisure,RZ02,consumption 2023,631.4,2023
148,Retailer B,Occupied,Residential - Dwelling,RZ08,consumption 2023,605.57,2023
149,Retailer B,Occupied,,RZ05,consumption 2023,0.0,2023
150,Retailer B,Occupied,Commercial - Agricultural,RZ07,consumption 2023,28.83,2023
151,Retailer B,Occupied,,RZ04,consumption 2023,0.0,2023
